"elderly_id","name","age","zipcode","city","state","needs"
518,"al-Irani, Rumaana",82,63120,"Saint Louis","MO","Educational programs"
519,"Cunningham, Jaylon",83,91906,"Campo","CA","Home maintenance (minor repairs), Financial management assistance (budgeting), Medication reminders (non-medical)"
520,"al-Neman, Jadeeda",66,84041,"Layton","UT","Travel companionship, Pet care"
521,"Moreno Cervantes, Justin",84,75167,"Waxahachie","TX","Housekeeping, Assistive technology training, Companionship (social activities), Social event planning, Mental wellness support (non-clinical)"
522,"Farrell, Elizabeth",95,26601,"Sutton","WV","Respite care (for family caregivers)"
523,"Stainbrook, Joshua Ian",72,24333,"Galax","VA","Social event planning, Senior center activities"
524,"el-Rasul, Sultana",88,49062,"Kendall","MI","Reading aloud (books, newspapers), Housekeeping, Cooking meals, Home maintenance (minor repairs), Errands (post office, dry cleaning), Reading aloud (books, newspapers), Educational programs, Senior center activities, Cooking meals, Medication reminders (non-medical)"
525,"al-Akhter, Awni",83,74157,"Tulsa","OK","Playing games (cards, board games), Walking/exercise assistance, Fall prevention assistance, Home maintenance (minor repairs), Cooking meals, Home safety assessments, Personal care (dressing, bathing - non-medical), Music and entertainment, Senior center activities, Financial management assistance (budgeting)"
526,"Burrows Battaglin, Eduardo",85,78691,"Pflugerville","TX","Gardening, Errands (post office, dry cleaning), Fall prevention assistance, Housekeeping, Grocery shopping, Social event planning"
527,"Vu, Darlene",79,48466,"Peck","MI","Volunteer coordination, Gardening, Playing games (cards, board games), Playing games (cards, board games), Transportation to appointments, Errands (post office, dry cleaning), Assistive technology training, Home safety assessments"
528,"Williams, Yuanxin",89,30291,"Union City","GA","Cooking meals, Legal assistance referrals, Educational programs, Fall prevention assistance"
529,"Ghrayyeb, Chance",77,95401,"Santa Rosa","CA","Pet care, Cooking meals, Mental wellness support (non-clinical), Volunteer coordination, Playing games (cards, board games), Playing games (cards, board games), Home safety assessments, Grocery shopping, Music and entertainment, Cooking meals"
530,"Denz, Patrick",87,37171,"Southside","TN","Walking/exercise assistance, Medication reminders (non-medical), Tech support (computers, phones), Social event planning, Home safety assessments, Music and entertainment, Senior center activities, Respite care (for family caregivers)"
531,"Nguyen, Joan",76,34609,"Spring Hill","FL","Social event planning, Errands (post office, dry cleaning), Respite care (for family caregivers), Errands (post office, dry cleaning)"
532,"Dana, Krystal",75,3809,"Alton","NH","Home safety assessments, Cooking meals, Tech support (computers, phones)"
533,"Shorty, Vincent",89,67278,"Wichita","KS","Housekeeping, Home safety assessments"
534,"Duncanson, Jeremy",85,48183,"Trenton","MI","Educational programs"
535,"el-Ahmed, Abdul Maalik",67,72018,"Benton","AR","Pet care, Companionship (social activities), Arts and crafts activities, Companionship (social activities), Assistive technology training, Reading aloud (books, newspapers)"
536,"Jefferson, Keiley",85,23347,"Eastville","VA","Arts and crafts activities, Music and entertainment, Transportation to appointments, Social event planning, Social event planning, Mental wellness support (non-clinical), Arts and crafts activities, Playing games (cards, board games), Reading aloud (books, newspapers), Senior center activities"
537,"Martinez, Emilio",83,33764,"Clearwater","FL","Errands (post office, dry cleaning), Assistive technology training, Volunteer coordination, Social event planning, Errands (post office, dry cleaning), Respite care (for family caregivers), Playing games (cards, board games), Personal care (dressing, bathing - non-medical), Social event planning, Accessibility modifications (home)"
538,"Finney, David",80,13631,"Denmark","NY","Errands (post office, dry cleaning), Arts and crafts activities, Playing games (cards, board games), Senior center activities, Educational programs, Home safety assessments"
539,"Jackson, Chynna",68,46302,"Boone Grove","IN","Cooking meals, Music and entertainment, Travel companionship, Travel companionship"
540,"Martinez, Daniel",95,98259,"North Lakewood","WA","Pet care, Tech support (computers, phones), Reading aloud (books, newspapers), Tech support (computers, phones)"
541,"Rhodes, Raul",93,41054,"Mason","KY","Arts and crafts activities, Respite care (for family caregivers), Respite care (for family caregivers), Volunteer coordination, Respite care (for family caregivers), Grocery shopping, Medication reminders (non-medical), Medication reminders (non-medical)"
542,"Bellingham, Sierra",74,7422,"Highland Lakes","NJ","Social event planning, Companionship (social activities), Music and entertainment"
543,"Kalkur, Deanna",82,28076,"Henrietta","NC","Legal assistance referrals, Music and entertainment, Grocery shopping, Legal assistance referrals, Housekeeping, Assistive technology training, Arts and crafts activities, Social event planning, Arts and crafts activities"
544,"Sherer, Embray",77,95301,"Atwater","CA","Cooking meals, Home safety assessments"
545,"Her, Farjana",76,35063,"Empire","AL","Home maintenance (minor repairs), Respite care (for family caregivers), Personal care (dressing, bathing - non-medical), Travel companionship, Arts and crafts activities, Financial management assistance (budgeting), Fall prevention assistance"
546,"Nelson, Russell",75,20558,"Washington","DC","Financial management assistance (budgeting), Pet care, Travel companionship, Companionship (social activities), Tech support (computers, phones), Senior center activities, Companionship (social activities), Senior center activities, Senior center activities, Accessibility modifications (home)"
547,"Mowers, Destiny",90,24916,"Asbury","WV","Home safety assessments, Transportation to appointments, Assistive technology training, Legal assistance referrals, Pet care"
548,"al-Akhtar, Jadeeda",84,76059,"Keene","TX","Financial management assistance (budgeting), Fall prevention assistance"
549,"Blackmore, Pari",86,58319,"Bremen","ND","Educational programs, Home maintenance (minor repairs), Assistive technology training, Tech support (computers, phones), Mental wellness support (non-clinical), Companionship (social activities)"
550,"Barela-Ocana, Ariel",84,85253,"Paradise Valley","AZ","Social event planning"
551,"Coleman, Justice",65,42411,"Fredonia","KY","Respite care (for family caregivers), Legal assistance referrals, Tech support (computers, phones), Personal care (dressing, bathing - non-medical)"
552,"Directo, Jason",79,99509,"Anchorage","AK","Arts and crafts activities, Accessibility modifications (home), Medication reminders (non-medical), Medication reminders (non-medical), Reading aloud (books, newspapers)"
553,"Rodriguez, Daniel",86,2865,"Lincoln","RI","Medication reminders (non-medical), Playing games (cards, board games), Walking/exercise assistance, Fall prevention assistance, Educational programs, Accessibility modifications (home), Cooking meals, Legal assistance referrals, Respite care (for family caregivers)"
554,"Walck, Alysia",87,95602,"Auburn","CA","Social event planning, Reading aloud (books, newspapers), Educational programs, Arts and crafts activities, Home maintenance (minor repairs), Tech support (computers, phones), Companionship (social activities)"
555,"Rios Martinez, Yareth",94,68359,"Friend","NE","Tech support (computers, phones), Personal care (dressing, bathing - non-medical), Medication reminders (non-medical), Cooking meals, Travel companionship, Errands (post office, dry cleaning), Financial management assistance (budgeting), Financial management assistance (budgeting), Home safety assessments"
556,"Shangreaux, Lance",82,72838,"Gravelly","AR","Financial management assistance (budgeting), Tech support (computers, phones), Personal care (dressing, bathing - non-medical)"
557,"Nguyen, Taylor",91,13757,"East Meredith","NY","Companionship (social activities), Grocery shopping, Grocery shopping, Gardening, Music and entertainment, Senior center activities, Accessibility modifications (home), Arts and crafts activities, Tech support (computers, phones)"
558,"Patterson, Matthew",80,32839,"Orlando","FL","Reading aloud (books, newspapers), Social event planning, Assistive technology training, Playing games (cards, board games), Financial management assistance (budgeting), Pet care, Errands (post office, dry cleaning)"
559,"Bagaporo, Benjamin",85,13313,"Bridgewater","NY","Housekeeping, Cooking meals, Walking/exercise assistance, Reading aloud (books, newspapers), Reading aloud (books, newspapers), Companionship (social activities), Transportation to appointments"
560,"Valdez, Juan",77,85388,"Surprise","AZ","Mental wellness support (non-clinical), Cooking meals, Senior center activities, Respite care (for family caregivers), Medication reminders (non-medical), Legal assistance referrals, Travel companionship, Music and entertainment, Travel companionship"
561,"Nielsen, Justin",87,67418,"Barnard","KS","Travel companionship, Music and entertainment, Transportation to appointments, Companionship (social activities), Assistive technology training"
562,"Sorrell, Von Buddenbrock",72,41010,"Corinth","KY","Educational programs, Walking/exercise assistance, Mental wellness support (non-clinical), Errands (post office, dry cleaning), Travel companionship, Walking/exercise assistance"
563,"Horan, Alexandra",77,54659,"Taylor","WI","Music and entertainment, Pet care, Personal care (dressing, bathing - non-medical), Social event planning, Legal assistance referrals, Housekeeping, Fall prevention assistance, Playing games (cards, board games), Companionship (social activities)"
564,"al-Yamin, Rajab",79,65711,"Mountain Grove","MO","Home maintenance (minor repairs), Financial management assistance (budgeting)"
565,"Warwick, Pradyumna",83,46067,"Sedalia","IN","Errands (post office, dry cleaning)"
566,"Sosa, Desirae",88,94590,"Vallejo","CA","Grocery shopping, Legal assistance referrals, Assistive technology training, Respite care (for family caregivers), Personal care (dressing, bathing - non-medical)"
567,"Le, Eric",83,43219,"Columbus","OH","Music and entertainment, Fall prevention assistance, Walking/exercise assistance, Personal care (dressing, bathing - non-medical), Senior center activities, Companionship (social activities), Volunteer coordination, Pet care"
568,"Moritz, Dalton",76,22405,"Fredericksburg","VA","Senior center activities, Respite care (for family caregivers), Cooking meals, Music and entertainment, Music and entertainment"
569,"Millard, Janiece",82,72021,"Brinkley","AR","Grocery shopping"
570,"Tejan, Darren",66,33922,"Bokeelia","FL","Companionship (social activities), Walking/exercise assistance"
571,"Hopkins, Arianna",80,51440,"Dedham","IA","Housekeeping, Pet care, Senior center activities, Fall prevention assistance, Home maintenance (minor repairs), Accessibility modifications (home), Housekeeping"
572,"Pinon, Scott",69,3264,"Plymouth","NH","Arts and crafts activities"
573,"Drake, Sonia",93,31084,"Seville","GA","Senior center activities, Social event planning"
574,"Wheaton, Terrell",80,83122,"Grover","WY","Errands (post office, dry cleaning), Tech support (computers, phones), Pet care, Companionship (social activities), Errands (post office, dry cleaning), Gardening, Music and entertainment, Pet care"
575,"Powless, Baylee",94,6155,"Hartford","CT","Medication reminders (non-medical), Grocery shopping"
576,"Vela-Aguilar, Christopher",93,58077,"Walcott","ND","Errands (post office, dry cleaning), Companionship (social activities), Cooking meals, Travel companionship, Legal assistance referrals, Housekeeping, Accessibility modifications (home), Social event planning"
577,"Archer, Danielle",87,14754,"Little Genesee","NY","Grocery shopping, Personal care (dressing, bathing - non-medical), Cooking meals"
578,"Nieto Vargas, Sydney",81,7758,"Port Monmouth","NJ","Senior center activities, Home safety assessments, Volunteer coordination, Transportation to appointments, Travel companionship, Volunteer coordination, Music and entertainment"
579,"el-Kanan, Faseeha",86,65064,"Olean","MO","Financial management assistance (budgeting), Pet care, Transportation to appointments, Assistive technology training"
580,"Fernandez, Lydia",87,43337,"Morral","OH","Pet care, Fall prevention assistance, Pet care, Volunteer coordination, Legal assistance referrals, Educational programs, Reading aloud (books, newspapers)"
581,"Jones, Quintin",81,725,"Caguas","PR","Pet care, Errands (post office, dry cleaning), Music and entertainment, Assistive technology training, Housekeeping, Cooking meals"
582,"Vasquez, Jimmy",90,87557,"Ranchos De Taos","NM","Errands (post office, dry cleaning), Transportation to appointments, Medication reminders (non-medical), Mental wellness support (non-clinical), Arts and crafts activities, Medication reminders (non-medical)"
583,"Heimerman, Savannah",75,61478,"Smithshire","IL","Home safety assessments, Home maintenance (minor repairs), Companionship (social activities), Housekeeping, Reading aloud (books, newspapers), Medication reminders (non-medical), Home safety assessments, Personal care (dressing, bathing - non-medical), Gardening, Grocery shopping"
584,"Vinson, Rockelle",86,75449,"Ladonia","TX","Medication reminders (non-medical), Cooking meals, Financial management assistance (budgeting), Grocery shopping"
585,"Denton, Sydney",68,53533,"Dodgeville","WI","Respite care (for family caregivers), Fall prevention assistance, Financial management assistance (budgeting), Pet care, Social event planning, Playing games (cards, board games), Pet care, Travel companionship, Home safety assessments"
586,"Knight, Christopher",73,13641,"Fishers Landing","NY","Transportation to appointments, Respite care (for family caregivers), Home safety assessments, Assistive technology training, Social event planning, Cooking meals, Housekeeping, Companionship (social activities), Playing games (cards, board games), Reading aloud (books, newspapers)"
587,"el-Khalifa, Muzaina",82,8311,"Cedarville","NJ","Assistive technology training, Companionship (social activities), Playing games (cards, board games), Housekeeping, Music and entertainment, Gardening, Fall prevention assistance, Arts and crafts activities, Music and entertainment"
588,"Jackson, Hadia",65,78660,"Pflugerville","TX","Arts and crafts activities, Transportation to appointments, Home maintenance (minor repairs), Medication reminders (non-medical), Fall prevention assistance, Companionship (social activities), Housekeeping, Reading aloud (books, newspapers), Cooking meals"
589,"Le, Hyung",92,38781,"Winstonville","MS","Respite care (for family caregivers)"
590,"Brown, Tyrel",67,47846,"Cory","IN","Personal care (dressing, bathing - non-medical), Accessibility modifications (home)"
591,"Roscoe, Ashley",72,39110,"Madison","MS","Respite care (for family caregivers), Cooking meals, Educational programs, Educational programs, Companionship (social activities), Medication reminders (non-medical), Fall prevention assistance, Mental wellness support (non-clinical), Home maintenance (minor repairs)"
592,"el-Ameen, Aqeel",84,55591,"Monticello","MN","Volunteer coordination, Personal care (dressing, bathing - non-medical), Gardening, Mental wellness support (non-clinical)"
593,"al-Ibrahim, Zulfa",69,27565,"Oxford","NC","Housekeeping, Personal care (dressing, bathing - non-medical), Home safety assessments, Playing games (cards, board games), Errands (post office, dry cleaning)"
594,"Gilbert, Anthony",69,3595,"Twin Mountain","NH","Gardening, Pet care, Social event planning, Transportation to appointments, Walking/exercise assistance, Errands (post office, dry cleaning), Home maintenance (minor repairs), Personal care (dressing, bathing - non-medical), Playing games (cards, board games), Senior center activities"
595,"Hughes, Michelle",84,58644,"Marshall","ND","Respite care (for family caregivers)"
596,"el-Masood, Muneer",71,20177,"Leesburg","VA","Home maintenance (minor repairs), Walking/exercise assistance, Mental wellness support (non-clinical), Medication reminders (non-medical), Senior center activities, Walking/exercise assistance"
597,"Lee, Dana",86,44818,"Bloomville","OH","Pet care, Assistive technology training, Errands (post office, dry cleaning), Transportation to appointments, Arts and crafts activities, Errands (post office, dry cleaning), Legal assistance referrals"
598,"Lane, Jasmine",76,77550,"Galveston","TX","Companionship (social activities), Social event planning, Transportation to appointments, Playing games (cards, board games)"
599,"Canty, Shania",85,78270,"San Antonio","TX","Transportation to appointments, Senior center activities, Assistive technology training, Travel companionship, Legal assistance referrals, Pet care, Respite care (for family caregivers), Transportation to appointments, Accessibility modifications (home)"
600,"Confer, Ian",94,61641,"Peoria","IL","Cooking meals, Transportation to appointments, Tech support (computers, phones), Playing games (cards, board games), Medication reminders (non-medical)"
601,"Carter, Mieisha",93,37165,"Slayden","TN","Fall prevention assistance, Arts and crafts activities, Tech support (computers, phones), Respite care (for family caregivers), Walking/exercise assistance, Financial management assistance (budgeting)"
602,"Brown, Robert",67,47136,"Lanesville","IN","Music and entertainment, Home safety assessments, Home maintenance (minor repairs), Respite care (for family caregivers), Arts and crafts activities, Medication reminders (non-medical), Social event planning, Accessibility modifications (home), Volunteer coordination, Errands (post office, dry cleaning)"
603,"al-Khalifa, Sulama",84,99706,"Fairbanks","AK","Home maintenance (minor repairs), Transportation to appointments, Errands (post office, dry cleaning), Respite care (for family caregivers), Financial management assistance (budgeting)"
604,"Hernandez, Ashley",94,75710,"Tyler","TX","Home safety assessments, Senior center activities, Home safety assessments, Housekeeping, Home maintenance (minor repairs), Medication reminders (non-medical)"
605,"Borjas, Roberta",79,12019,"Ballston Lake","NY","Educational programs, Tech support (computers, phones), Respite care (for family caregivers), Home maintenance (minor repairs), Tech support (computers, phones), Transportation to appointments, Pet care, Home maintenance (minor repairs), Financial management assistance (budgeting), Tech support (computers, phones)"
606,"Lor, My-Phuong",76,70629,"Lake Charles","LA","Transportation to appointments, Assistive technology training, Reading aloud (books, newspapers), Grocery shopping, Volunteer coordination, Assistive technology training, Home maintenance (minor repairs), Housekeeping, Accessibility modifications (home), Gardening"
607,"Fontes, Sergio",70,48831,"Elsie","MI","Walking/exercise assistance, Arts and crafts activities, Financial management assistance (budgeting), Volunteer coordination, Assistive technology training, Errands (post office, dry cleaning), Home safety assessments, Companionship (social activities)"
608,"Burcher, Rebecca",78,54888,"Trego","WI","Fall prevention assistance, Respite care (for family caregivers), Music and entertainment, Pet care, Music and entertainment"
609,"Cham, Keith",92,38543,"Alpine","TN","Travel companionship"
610,"el-Shahan, Hamad",75,8046,"Willingboro","NJ","Cooking meals, Senior center activities, Accessibility modifications (home), Housekeeping, Medication reminders (non-medical), Volunteer coordination, Gardening"
611,"Lopez, Tilane",94,19891,"Wilmington","DE","Legal assistance referrals, Financial management assistance (budgeting), Errands (post office, dry cleaning), Volunteer coordination, Housekeeping, Housekeeping, Walking/exercise assistance, Cooking meals, Housekeeping"
612,"al-Wahab, Rasheeda",89,48867,"Owosso","MI","Medication reminders (non-medical), Senior center activities, Walking/exercise assistance"
613,"Sherlock, Dallas",88,70728,"Duplessis","LA","Volunteer coordination, Home safety assessments"
614,"Ives, Jacey",85,44215,"Chippewa Lake","OH","Transportation to appointments, Tech support (computers, phones), Playing games (cards, board games), Accessibility modifications (home), Legal assistance referrals, Errands (post office, dry cleaning)"
615,"al-Emami, Labeeb",91,50020,"Anita","IA","Fall prevention assistance, Pet care, Home maintenance (minor repairs), Educational programs, Educational programs, Music and entertainment, Respite care (for family caregivers), Gardening"
616,"el-Wahab, Wasmaaa",91,94945,"Novato","CA","Gardening, Assistive technology training, Senior center activities, Personal care (dressing, bathing - non-medical), Mental wellness support (non-clinical), Mental wellness support (non-clinical)"
617,"Garcia, Brandon",70,92052,"Oceanside","CA","Music and entertainment, Financial management assistance (budgeting), Financial management assistance (budgeting)"
618,"Padilla, Terrence",75,95472,"Sebastopol","CA","Music and entertainment, Mental wellness support (non-clinical), Arts and crafts activities"
619,"al-Hossain, Juhaina",91,67859,"Kismet","KS","Transportation to appointments, Educational programs, Walking/exercise assistance, Arts and crafts activities, Transportation to appointments, Educational programs"
620,"Lopez, Ruby",81,68850,"Lexington","NE","Medication reminders (non-medical)"
621,"Long, Katrina",85,50157,"Malcom","IA","Personal care (dressing, bathing - non-medical), Tech support (computers, phones), Gardening"
622,"al-Diab, Kawkab",89,14511,"Mumford","NY","Cooking meals, Errands (post office, dry cleaning), Social event planning, Tech support (computers, phones), Educational programs, Travel companionship, Companionship (social activities), Home safety assessments, Medication reminders (non-medical)"
623,"el-Arafat, Humaira",66,68361,"Geneva","NE","Legal assistance referrals, Personal care (dressing, bathing - non-medical), Volunteer coordination, Volunteer coordination, Medication reminders (non-medical), Tech support (computers, phones), Arts and crafts activities, Grocery shopping, Senior center activities"
624,"el-Mian, Najlaa",75,48849,"Lake Odessa","MI","Social event planning, Legal assistance referrals, Assistive technology training, Walking/exercise assistance, Mental wellness support (non-clinical), Arts and crafts activities, Cooking meals, Home maintenance (minor repairs)"
625,"Baker, Angela",71,28617,"Crumpler","NC","Tech support (computers, phones), Reading aloud (books, newspapers), Volunteer coordination"
626,"Craine, Luz",94,15310,"Aleppo","PA","Fall prevention assistance, Personal care (dressing, bathing - non-medical), Errands (post office, dry cleaning), Companionship (social activities), Volunteer coordination, Home safety assessments, Home maintenance (minor repairs), Senior center activities, Fall prevention assistance, Travel companionship"
627,"Lau, Andy",89,89101,"Las Vegas","NV","Travel companionship, Home safety assessments, Tech support (computers, phones), Fall prevention assistance, Accessibility modifications (home), Educational programs, Volunteer coordination, Respite care (for family caregivers)"
628,"Yang, Bryce",73,27532,"Goldsboro","NC","Transportation to appointments"
629,"Maes, Raeven",67,62525,"Decatur","IL","Legal assistance referrals, Medication reminders (non-medical), Accessibility modifications (home), Walking/exercise assistance, Medication reminders (non-medical)"
630,"Beasley, Nicole",90,75831,"Buffalo","TX","Social event planning, Housekeeping, Arts and crafts activities, Transportation to appointments, Travel companionship, Travel companionship"
631,"Sanudo Manzanarez, Jennifer",93,53244,"Milwaukee","WI","Reading aloud (books, newspapers), Accessibility modifications (home), Transportation to appointments, Assistive technology training, Walking/exercise assistance, Home maintenance (minor repairs), Volunteer coordination, Educational programs, Errands (post office, dry cleaning)"
632,"el-Kazmi, Khaalida",92,11548,"Greenvale","NY","Tech support (computers, phones), Respite care (for family caregivers), Walking/exercise assistance, Walking/exercise assistance"
633,"Peredo, Cindy",65,43007,"Broadway","OH","Errands (post office, dry cleaning), Reading aloud (books, newspapers), Social event planning, Companionship (social activities)"
634,"Harrison, Devohn",78,43403,"Bowling Green","OH","Fall prevention assistance, Senior center activities, Volunteer coordination, Home maintenance (minor repairs)"
635,"Pallan, Aiko",82,84734,"Hanksville","UT","Cooking meals"
636,"Montes, Jonathan",68,70592,"Youngsville","LA","Arts and crafts activities, Cooking meals, Gardening, Volunteer coordination, Accessibility modifications (home), Home maintenance (minor repairs)"
637,"Kim, Kanoa",80,55982,"Waltham","MN","Home safety assessments, Errands (post office, dry cleaning), Housekeeping, Transportation to appointments, Housekeeping"
638,"Mars, Briana",89,31156,"Atlanta","GA","Arts and crafts activities, Social event planning, Educational programs, Social event planning, Financial management assistance (budgeting), Volunteer coordination, Travel companionship, Social event planning"
639,"al-Burki, Ramza",77,70785,"Walker","LA","Housekeeping"
640,"Aguirre, Sandra",81,17883,"Vicksburg","PA","Personal care (dressing, bathing - non-medical)"
641,"Higgs, Taylor",90,20187,"Warrenton","VA","Social event planning, Companionship (social activities), Pet care, Home safety assessments"
642,"Suu, Eunice",83,17121,"Harrisburg","PA","Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical), Arts and crafts activities, Senior center activities, Errands (post office, dry cleaning), Transportation to appointments, Reading aloud (books, newspapers), Travel companionship"
643,"Santos, Meagan",90,84655,"Santaquin","UT","Transportation to appointments, Reading aloud (books, newspapers), Grocery shopping, Arts and crafts activities, Legal assistance referrals"
644,"Ponce, Samuel",83,53711,"Madison","WI","Medication reminders (non-medical), Assistive technology training, Errands (post office, dry cleaning), Playing games (cards, board games), Reading aloud (books, newspapers), Walking/exercise assistance, Travel companionship"
645,"al-Saber, Humaidaan",73,39342,"Marion","MS","Accessibility modifications (home), Errands (post office, dry cleaning), Personal care (dressing, bathing - non-medical), Assistive technology training"
646,"Gardner, Jerricoe",95,85748,"Tucson","AZ","Home safety assessments, Personal care (dressing, bathing - non-medical), Financial management assistance (budgeting), Pet care, Gardening, Volunteer coordination, Volunteer coordination"
647,"Yeurdjian, Noah",74,95537,"Fields Landing","CA","Medication reminders (non-medical), Mental wellness support (non-clinical)"
648,"el-Husain, Kameela",85,27986,"Winton","NC","Personal care (dressing, bathing - non-medical), Financial management assistance (budgeting), Personal care (dressing, bathing - non-medical), Music and entertainment, Companionship (social activities), Mental wellness support (non-clinical), Mental wellness support (non-clinical)"
649,"Lee, Schuyler",83,72638,"Green Forest","AR","Accessibility modifications (home), Home safety assessments, Financial management assistance (budgeting), Home safety assessments, Travel companionship"
650,"Lara, Mercedes",70,77614,"Deweyville","TX","Assistive technology training, Tech support (computers, phones), Personal care (dressing, bathing - non-medical), Arts and crafts activities, Errands (post office, dry cleaning), Respite care (for family caregivers), Pet care, Housekeeping, Errands (post office, dry cleaning), Financial management assistance (budgeting)"
651,"Hernandez, Sharisa",65,47274,"Seymour","IN","Financial management assistance (budgeting), Personal care (dressing, bathing - non-medical), Gardening, Senior center activities, Respite care (for family caregivers), Home safety assessments, Legal assistance referrals"
652,"Dao, Katy",81,35763,"Owens Cross Roads","AL","Playing games (cards, board games), Educational programs, Travel companionship, Medication reminders (non-medical), Transportation to appointments, Reading aloud (books, newspapers), Social event planning, Tech support (computers, phones), Mental wellness support (non-clinical)"
653,"Hall, Cierra",67,77080,"Houston","TX","Grocery shopping, Cooking meals, Fall prevention assistance, Gardening, Respite care (for family caregivers), Social event planning, Mental wellness support (non-clinical), Walking/exercise assistance"
654,"Bermudez Frausto, Jose",74,94807,"Richmond","CA","Playing games (cards, board games), Gardening, Music and entertainment, Reading aloud (books, newspapers), Volunteer coordination, Grocery shopping, Housekeeping, Grocery shopping, Walking/exercise assistance, Respite care (for family caregivers)"
655,"Mays, Candice",78,34223,"Englewood","FL","Travel companionship"
656,"Hall, Aleena",80,45870,"New Hampshire","OH","Companionship (social activities)"
657,"Keeling, Mackenzie",83,71208,"Monroe","LA","Companionship (social activities), Arts and crafts activities, Walking/exercise assistance, Home safety assessments, Home safety assessments, Medication reminders (non-medical), Arts and crafts activities, Companionship (social activities), Transportation to appointments"
658,"Wong, Aimee",65,27627,"Raleigh","NC","Music and entertainment, Financial management assistance (budgeting)"
659,"Pinedo, Jesus",94,64507,"Saint Joseph","MO","Fall prevention assistance, Fall prevention assistance, Social event planning, Music and entertainment, Music and entertainment, Home maintenance (minor repairs), Gardening"
660,"Bolsinger, Hailey",94,27317,"Randleman","NC","Social event planning"
661,"Bottorff, Austin",79,91410,"Van Nuys","CA","Tech support (computers, phones), Companionship (social activities), Personal care (dressing, bathing - non-medical), Transportation to appointments, Senior center activities, Pet care"
662,"Cecenas, Jeremiah",75,59462,"Moccasin","MT","Travel companionship, Errands (post office, dry cleaning), Tech support (computers, phones), Mental wellness support (non-clinical)"
663,"Kang, Yin Lin",93,21082,"Hydes","MD","Playing games (cards, board games), Gardening, Legal assistance referrals, Volunteer coordination, Grocery shopping, Gardening, Tech support (computers, phones), Transportation to appointments, Fall prevention assistance, Pet care"
664,"al-Younis, Mawhiba",71,58801,"Williston","ND","Educational programs"
665,"Varela Munoz, Emily",70,78562,"La Villa","TX","Educational programs, Personal care (dressing, bathing - non-medical), Gardening, Medication reminders (non-medical), Companionship (social activities), Playing games (cards, board games), Reading aloud (books, newspapers)"
666,"Glantz, Brittany",92,75028,"Flower Mound","TX","Financial management assistance (budgeting), Playing games (cards, board games), Educational programs, Accessibility modifications (home)"
667,"Montoya, Ojvind",72,66624,"Topeka","KS","Financial management assistance (budgeting)"
668,"Stokes, Samoun",75,44067,"Northfield","OH","Financial management assistance (budgeting), Assistive technology training, Pet care, Fall prevention assistance, Home maintenance (minor repairs), Reading aloud (books, newspapers), Senior center activities, Cooking meals, Gardening, Grocery shopping"
669,"al-Rad, Mastoor",72,77266,"Houston","TX","Assistive technology training, Errands (post office, dry cleaning), Financial management assistance (budgeting), Travel companionship, Educational programs, Respite care (for family caregivers), Travel companionship"
670,"Litt, Sachae",74,64432,"Clyde","MO","Cooking meals, Personal care (dressing, bathing - non-medical)"
671,"Strother, Israul",83,37184,"Watertown","TN","Assistive technology training, Respite care (for family caregivers), Financial management assistance (budgeting)"
672,"Hernandez, Luis",90,39845,"Donalsonville","GA","Arts and crafts activities, Cooking meals, Companionship (social activities), Pet care, Tech support (computers, phones), Tech support (computers, phones), Cooking meals, Gardening"
673,"Rem, Jacky",90,48391,"Walled Lake","MI","Walking/exercise assistance"
674,"Nguyen, Lakshmi Priya",84,98046,"Lynnwood","WA","Housekeeping, Arts and crafts activities, Senior center activities, Walking/exercise assistance"
675,"Keuhne, Joshua",68,34146,"Marco Island","FL","Music and entertainment, Housekeeping, Arts and crafts activities, Playing games (cards, board games)"
676,"Rippy, Michelle",74,75404,"Greenville","TX","Arts and crafts activities, Grocery shopping, Social event planning, Tech support (computers, phones)"
677,"Ferraro, Matthew",65,77276,"Houston","TX","Playing games (cards, board games), Fall prevention assistance, Home maintenance (minor repairs), Pet care, Accessibility modifications (home), Companionship (social activities), Reading aloud (books, newspapers)"
678,"Bustamante Trujillo, Marco",82,25811,"Amigo","WV","Fall prevention assistance, Assistive technology training, Cooking meals, Transportation to appointments"
679,"Johnson, Deshawn",84,67149,"Viola","KS","Gardening, Tech support (computers, phones), Cooking meals, Arts and crafts activities, Assistive technology training, Grocery shopping, Pet care, Travel companionship"
680,"el-Minhas, Ya'qoob",79,88044,"La Mesa","NM","Fall prevention assistance, Legal assistance referrals, Grocery shopping, Playing games (cards, board games), Reading aloud (books, newspapers), Companionship (social activities), Accessibility modifications (home), Companionship (social activities), Reading aloud (books, newspapers), Personal care (dressing, bathing - non-medical)"
681,"Two Crow-Lee, Deidre",81,50661,"North Washington","IA","Accessibility modifications (home)"
682,"Rodriguez, Josue",85,6145,"Hartford","CT","Grocery shopping, Housekeeping, Fall prevention assistance, Personal care (dressing, bathing - non-medical), Home maintenance (minor repairs), Transportation to appointments, Errands (post office, dry cleaning), Reading aloud (books, newspapers)"
683,"Cato-Thomas, Jacub",76,70756,"Lottie","LA","Social event planning, Assistive technology training, Home safety assessments, Walking/exercise assistance, Grocery shopping, Senior center activities, Home safety assessments, Assistive technology training, Errands (post office, dry cleaning), Respite care (for family caregivers)"
