"volunteer_id","name","major_city","state","lat","lng","availability","radius_willingness","acceptance_probability"
452,"Ngiateng, Cyrus","Red Feather Lakes","CO",40.8,-105.6,"Sun 9-12, Sun 9-12, Mon 12-3",27,0.902887445758097
453,"Barnes, Maranda","Datto","AR",36.38,-90.74,"Thu 6-9, Wed 6-9",29,0.648341567371972
454,"Heiss, Kaitlyn","Aliceville","AL",33,-88.2,"Thu 9-12, Tue 12-3, Thu 6-9",20,0.84254627849441
455,"Ledbetter, Damien","Sunset","ME",44.205,-68.703,"Sat 6-9, Thu 3-6",11,0.948722652159631
456,"Garza, Deisha","Brookville","IN",39.4,-85,"Mon 12-3, Wed 9-12",25,0.53979919210542
457,"Voigt, Tyler","Edgar","FL",NA,NA,"Fri 12-3, Thu 9-12",20,0.613812865689397
458,"Tran, Jonathan","Mattoon","IL",39.5,-88.4,"Sat 12-3, Wed 9-12, Sat 3-6",28,0.853333718841895
459,"Warren, Taju","Jacksboro","TX",33.2,-98.2,"Thu 12-3, Sun 9-12, Tue 12-3",29,0.644186197547242
460,"Rascon Ruiz, Juan De Dios","Kenosha","WI",42.56,-87.83,"Tue 9-12, Thu 9-12",27,0.691409051883966
461,"Chang, John","South Milwaukee","WI",42.91,-87.86,"Fri 9-12, Thu 6-9",15,0.522407005424611
462,"Mclain, Daniel","Accident","MD",39.6,-79.3,"Wed 12-3, Wed 12-3, Wed 12-3",25,0.534690788714215
463,"Ward, Laniece","Richland","MO",37.8,-92.4,"Wed 3-6, Mon 9-12, Sat 9-12",30,0.87245229142718
464,"Padilla, Brycen","Greenville","IN",38.37,-86.01,"Sun 6-9, Thu 6-9",14,0.791528604575433
465,"Kuttner, Phillip","Fort Hunter","NY",42.942,-74.282,"Sat 12-3, Mon 9-12, Wed 12-3",12,0.797137830290012
466,"Solis Santillano, Brianna","San Diego","CA",NA,NA,"Mon 9-12, Wed 12-3",21,0.874515853822231
467,"Daniels, Archibald","Port Gibson","NY",43.038,-77.151,"Fri 3-6, Wed 9-12, Wed 9-12",11,0.614418808603659
468,"Potter, Martha","Winston Salem","NC",36.09,-80.224,"Tue 3-6, Sat 9-12",17,0.703914540819824
469,"el-Naqvi, Mahdhoodha","Tunnel","NY",NA,NA,"Tue 3-6, Sun 9-12",24,0.64767500734888
470,"Pham, Leeanne","Tampa","FL",28.08,-82.52,"Sat 6-9, Mon 9-12",14,0.604600775870495
471,"Nicolelli, Mystic","New York","NY",40.73,-73.99,"Mon 12-3, Fri 3-6",29,0.775218716589734
472,"al-Kazi, Habeeba","Ellicott City","MD",39.28,-76.9,"Tue 6-9, Sat 9-12, Mon 6-9",19,0.781535799964331
473,"Paryz, Kayla","Boston","NY",42.62,-78.72,"Mon 9-12, Wed 12-3, Thu 3-6",25,0.69706081377808
474,"Muruganantham, Devin","West Alexander","PA",40.1,-80.5,"Mon 12-3, Thu 12-3",26,0.758554301923141
475,"Sandoval, Adriana","White Plains","NY",41.01,-73.74,"Sat 9-12, Sat 9-12, Sun 12-3",21,0.609457437996753
476,"Garcia, Nicolas","White Sulphur Springs","WV",37.9,-80.3,"Tue 3-6, Thu 12-3, Sun 12-3",21,0.900477667921223
477,"Ames, Vaughn","Flatgap","KY",37.93,-82.9,"Thu 9-12, Sat 9-12",17,0.987193124834448
478,"Feaman, Charles","Denison","TX",33.74,-96.47,"Thu 9-12, Mon 6-9",25,0.618040761910379
479,"Henderson, Aisha","Chevy Chase","MD",38.98,-77.08,"Tue 3-6, Fri 3-6",13,0.771120388992131
480,"Roger, Dev'Yon","Spokane","WA",NA,NA,"Tue 6-9, Sun 6-9",13,0.568259866093285
481,"al-Aydin, Abdul Lateef","Mena","AR",34.6,-94.2,"Mon 12-3, Sun 9-12, Mon 12-3",23,0.903240922023542
482,"el-Shakoor, Maleeha","Nellis","WV",38.154,-81.744,"Wed 6-9, Mon 3-6",21,0.979319773497991
483,"Lariz, Mariadel","Dillwyn","VA",37.5,-78.5,"Tue 12-3, Mon 3-6, Thu 6-9",18,0.838382831891067
484,"Flores, Martin","Akron","OH",NA,NA,"Wed 9-12, Sun 9-12, Mon 12-3",20,0.824414452188648
485,"Alderete, Joseph","Fort Worth","TX",32.75,-97.23,"Sat 3-6, Thu 9-12",10,0.641756270546466
486,"Newberry, J'Rita","Zionsville","PA",40.47,-75.52,"Wed 9-12, Wed 9-12",14,0.645984461763874
487,"Ryan, Kivonjay","Sanford","NC",35.5,-79.2,"Thu 9-12, Wed 12-3",19,0.68543688300997
488,"Huynh, Brian","Wray","GA",31.6,-83.1,"Wed 12-3, Sat 3-6",18,0.854043798753992
489,"el-Hoda, Jihaad","Lenoir","NC",NA,NA,"Wed 3-6, Thu 9-12, Fri 3-6",12,0.738113767816685
490,"al-Satter, Shaahida","Clermont","FL",28.5,-81.8,"Sat 9-12, Sun 3-6, Fri 6-9",14,0.546746868174523
491,"el-Azad, Hilaal","Britton","SD",45.8,-97.7,"Sat 3-6, Sun 9-12",10,0.709314450039528
492,"al-Yassin, Jaleela","Fort Hall","ID",43.026,-112.433,"Sat 3-6, Mon 9-12, Wed 3-6",11,0.826427913969383
493,"Lathrop, Amber","Walworth","WI",42.54,-88.59,"Tue 3-6, Wed 9-12, Mon 9-12",19,0.586308754514903
494,"Darnell, Eric","Greenwich","CT",NA,NA,"Tue 6-9, Tue 12-3",14,0.642286820570007
495,"Cordova, Joseph","Palm Coast","FL",29.48,-81.22,"Mon 12-3, Tue 12-3",20,0.935566861531697
496,"al-Sheikh, Hamdi","Shubert","NE",40.22,-95.7,"Fri 9-12, Mon 12-3",15,0.602528312359937
497,"el-Dawood, Safaaa","Clearmont","MO",40.53,-94.98,"Mon 9-12, Sun 3-6",20,0.592411604709923
498,"Muckom, Kessy Bianca","Boca Raton","FL",26.5,-80.4,"Wed 3-6, Fri 12-3, Thu 9-12",10,0.65863117959816
499,"Laughlin, Niechelle","Biddeford Pool","ME",43.445,-70.344,"Mon 3-6, Fri 9-12",21,0.589455106994137
500,"Naseri, Phillip","Luckey","OH",41.47,-83.47,"Thu 3-6, Sun 12-3, Tue 9-12",20,0.988368328777142
501,"el-Taheri, Abbaad","Brentwood","MD",38.94,-76.95,"Tue 6-9, Fri 12-3",11,0.96023654716555
502,"Jones, Chanse","Wideman","AR",36.2,-92.02,"Fri 6-9, Tue 6-9",30,0.949216187698767
503,"Mose, Josiah","Rushford","MN",43.8,-91.8,"Fri 9-12, Wed 9-12, Fri 12-3",29,0.883341444539838
504,"Hernandez, Alexandria","Blossburg","PA",41.7,-77.1,"Fri 6-9, Sun 12-3",27,0.515413788845763
505,"Lakanu, Tykesha","Homedale","ID",43.6,-116.9,"Mon 9-12, Tue 12-3",22,0.656439549056813
506,"Lo, Alicia","Farmington","MI",42.46,-83.35,"Mon 6-9, Wed 12-3",23,0.765194177045487
507,"Bolyard, Olivia","Sandersville","MS",31.9,-89,"Mon 3-6, Mon 12-3",30,0.882296092808247
508,"Finn, Kendra","Belfair","WA",47.4,-123,"Sun 9-12, Sat 3-6, Sun 12-3",14,0.864862673101015
509,"Hood, Kenneth","Bossier City","LA",NA,NA,"Sun 3-6, Fri 9-12, Mon 12-3",15,0.940232302527875
510,"Nguyen, Dawna","Farmersburg","IN",39.2,-87.4,"Fri 12-3, Sun 12-3",13,0.738904351135716
511,"Stogdill, Tanay","Wellington","UT",39.57,-110.58,"Wed 3-6, Mon 6-9, Sun 9-12",21,0.504207307472825
512,"Aranda, Desmin","Kerrville","TX",30,-99.1,"Sun 9-12, Wed 12-3",13,0.548594757565297
513,"Russell, Hannah","Lyndon Station","WI",43.7,-89.9,"Thu 12-3, Wed 6-9",24,0.704522961867042
514,"Camez, Tomas","Lycoming","NY",NA,NA,"Wed 9-12, Sun 3-6",23,0.996864898712374
515,"Bashir, Kennedy","Stryker","MT",48.691,-114.81,"Sat 3-6, Mon 9-12, Thu 12-3",10,0.633481450146064
516,"Phillips, Dylan","Genoa","NE",41.4,-97.8,"Mon 3-6, Thu 9-12",17,0.646010543219745
517,"Paz-Baray, Paul","Alvada","OH",41.04,-83.43,"Mon 6-9, Mon 9-12",20,0.741761103156023
518,"al-Malak, Baahir","Angleton","TX",29.2,-95.4,"Tue 3-6, Wed 6-9",13,0.696795166353695
519,"Mathiang, Zachary","Isle Of Wight","VA",NA,NA,"Fri 12-3, Mon 6-9, Tue 9-12",22,0.873126771766692
520,"Jones, Keyona","North Pownal","VT",42.83,-73.25,"Fri 12-3, Thu 3-6, Mon 3-6",15,0.565110002295114
521,"Zhang, Krutika","Spruce Head","ME",44,-69.16,"Tue 9-12, Sat 12-3, Fri 9-12",23,0.95809556695167
522,"Retherford, Matthew","Fort Wayne","IN",41.07,-85.16,"Sat 12-3, Thu 9-12",10,0.529661267180927
523,"Viruet, Rhiannon","Mankato","MN",NA,NA,"Sat 9-12, Mon 6-9, Sat 3-6",26,0.860181157593615
524,"Roy, Samuel","Colorado Springs","CO",38.8,-104.72,"Tue 6-9, Thu 3-6, Wed 9-12",27,0.952484439709224
525,"al-Saleh, Jumail","Thorndike","ME",44.6,-69.2,"Thu 9-12, Fri 9-12, Mon 6-9",28,0.744192201178521
526,"Kim, Isaac","Hot Springs","SD",43.3,-103.5,"Mon 12-3, Tue 12-3, Wed 9-12",29,0.771372811985202
527,"Turner, Ashanafe","Bovina","TX",34.5,-102.9,"Sat 12-3, Tue 6-9",13,0.72116186725907
528,"Phipps, Kimine","Joelton","TN",36.32,-86.92,"Mon 3-6, Mon 3-6",24,0.636583424871787
529,"Davis, Joseiva","Herminie","PA",40.26,-79.71,"Sun 9-12, Tue 12-3, Wed 3-6",17,0.952348115970381
530,"Wise, Merry","Jonesville","NC",36.22,-80.84,"Mon 6-9, Mon 12-3",16,0.617269404930994
531,"Jeannoutot, Vincente","Miami","NM",36.3,-104.8,"Wed 3-6, Fri 6-9, Wed 12-3",12,0.649156945873983
532,"Price, Kyleigh","Pilot Grove","IA",NA,NA,"Fri 6-9, Sat 9-12, Tue 3-6",18,0.751359390211292
533,"el-Gaber, Abdul Hameed","Saint Louis","MO",38.75,-90.35,"Wed 12-3, Mon 12-3",29,0.551821377826855
534,"Nickerson, Alexander","El Paso","AR",35.12,-92.04,"Tue 12-3, Sat 9-12",26,0.50072394486051
535,"Johnson, Samantha","Whitesburg","GA",33.51,-84.91,"Sun 9-12, Wed 3-6, Thu 6-9",28,0.520534878945909
536,"Hughes, Jamill","Winton","MN",NA,NA,"Fri 12-3, Sun 6-9",29,0.908929229248315
537,"Hett, Madeline","Nashville","TN",36.22,-86.72,"Fri 6-9, Tue 9-12",15,0.722135847667232
538,"Mitchell-Porter, Kaydee","New London","TX",32.3,-94.9,"Tue 3-6, Sun 12-3",15,0.81016922427807
539,"Spicer, Monica","Nordheim","TX",28.9,-97.6,"Sat 12-3, Sun 6-9, Sun 9-12",19,0.627532207872719
540,"Tran, Jacob","Carson City","NV",NA,NA,"Sun 12-3, Sun 9-12, Thu 12-3",10,0.985862751025707
541,"Davies, Thomas","Harrington Park","NJ",40.99,-73.98,"Tue 3-6, Mon 12-3, Tue 9-12",23,0.555233448045328
542,"Mendoza, Angel","Fulton","IN",41,-86.3,"Wed 3-6, Sun 6-9",13,0.920511988806538
543,"Gordon, Blake","Manhattan Beach","CA",33.89,-118.4,"Sun 9-12, Mon 12-3, Sun 12-3",15,0.587031926959753
544,"Kirby, Monica","Mount Prospect","IL",42.06,-87.93,"Wed 3-6, Wed 12-3, Fri 9-12",15,0.821136867394671
545,"Bearden, Kenneth","Bradenton","FL",NA,NA,"Tue 12-3, Wed 9-12, Wed 12-3",25,0.823958718799986
546,"Knoll, Charles","Dakota City","NE",42.41,-96.48,"Wed 3-6, Fri 3-6",24,0.738331714761443
547,"Olivas, Elenna","Galena","OH",40.21,-82.87,"Fri 6-9, Wed 9-12",17,0.508453752845526
548,"Fichtner, Ty","Mckenna","WA",46.935,-122.558,"Wed 12-3, Sun 3-6, Sat 9-12",20,0.737202774151228
549,"el-Othman, Sakeen","Columbia","SC",NA,NA,"Fri 12-3, Mon 6-9",17,0.866423275321722
550,"Lu, Thi Mai","Manila","AR",35.8,-90.2,"Wed 12-3, Sat 6-9",15,0.769900869112462
551,"Chang, Jasmine","Campton","NH",43.9,-71.7,"Thu 6-9, Tue 3-6",15,0.752596079488285
552,"Gibbs, Deonte","Bentonville","AR",36.3,-94.3,"Tue 3-6, Sun 9-12",24,0.843810575315729
553,"Knight, Richmond","Petros","TN",36,-84.4,"Sun 12-3, Mon 12-3",30,0.520313168060966
554,"al-Mannan, Saood","Westside","IA",42.1,-95.1,"Fri 9-12, Wed 12-3",24,0.593850171077065
555,"al-Yacoub, Asmaa","Midland","TX",NA,NA,"Mon 3-6, Thu 12-3, Sun 12-3",20,0.789949106867425
556,"Finn, Samuel","Albany","NY",NA,NA,"Thu 6-9, Tue 9-12, Tue 6-9",17,0.889476196607575
557,"Frangella, William","Dulles","VA",NA,NA,"Wed 9-12, Sun 3-6, Wed 6-9",18,0.623624040395953
558,"Burgett, Rheanna","Waite Park","MN",NA,NA,"Wed 3-6, Thu 3-6",17,0.501948042074218
559,"Newell, Luis","Waco","KY",37.7,-84.1,"Thu 12-3, Sun 12-3",20,0.78107623080723
560,"Badri, Marcel","East Liverpool","OH",40.68,-80.59,"Thu 9-12, Sun 3-6",20,0.827455765451305
561,"Smith, Gregory","Randolph","NY",42.2,-78.9,"Mon 12-3, Fri 12-3, Sun 6-9",27,0.553160934592597
562,"Peterson, Brandon","Winters","CA",38.6,-122,"Fri 6-9, Mon 3-6, Mon 12-3",23,0.72984107513912
563,"Carey, Travyone","Southern Md Facility","MD",NA,NA,"Wed 9-12, Sun 9-12",24,0.7792558997171
564,"Bennett, Celes","Chippewa Bay","NY",44.479,-75.769,"Fri 12-3, Sat 6-9, Mon 12-3",25,0.993923157686368
565,"el-Haider, Inaaya","Green Bay","WI",NA,NA,"Tue 12-3, Thu 6-9, Mon 6-9",25,0.745011137216352
566,"Arnold, Megan","Pensacola","FL",NA,NA,"Sun 6-9, Mon 12-3, Wed 9-12",29,0.792715776362456
567,"Ma, Brandon","London","KY",37,-84.1,"Sun 9-12, Sun 6-9",19,0.593192299362272
568,"Carnero Gonzales, Alberto","Gallatin","MO",39.9,-93.9,"Wed 6-9, Thu 9-12",23,0.798855756758712
569,"el-Ghazal, Mayyaada","Overton","NE",40.8,-99.5,"Mon 6-9, Tue 12-3, Fri 6-9",11,0.500734620494768
570,"al-Muhammed, Iyaad","Portsmouth","VA",36.88,-76.38,"Thu 9-12, Sun 12-3",22,0.532027024193667
571,"Morquecho, Dallas","Mineral","IL",41.4,-89.8,"Thu 9-12, Tue 12-3",25,0.693720698705874
572,"Zhu, Christine","Mayville","WI",43.5,-88.6,"Mon 12-3, Wed 12-3",12,0.621845049201511
573,"Ffrench, Donyae","Manor","GA",31.1,-82.6,"Wed 9-12, Thu 9-12, Thu 6-9",19,0.85823604138568
574,"Tran, Kieren","Jacksonville","FL",30.27,-81.75,"Sun 6-9, Wed 3-6",24,0.868491667206399
575,"Whiteskunk, Manuel","Charleston","WV",NA,NA,"Wed 9-12, Tue 9-12, Sun 12-3",30,0.600926519720815
576,"Angster, Jordan","Augusta","OH",40.6481,-81.0089,"Mon 9-12, Tue 12-3, Fri 9-12",13,0.750610737013631
577,"Barros-Martinez, Pauline","Lynn Haven","FL",30.23,-85.64,"Fri 12-3, Wed 6-9, Wed 6-9",24,0.988332968321629
578,"Qureshi, Vinh","Harrisburg","NE",41.5,-103.7,"Thu 3-6, Mon 3-6",29,0.819592484389432
579,"Begay, Michelle","Allensville","KY",36.71,-87.07,"Wed 12-3, Thu 6-9, Sat 9-12",20,0.541258488083258
580,"Hunt, Tia","Johnson City","NY",42.16,-76,"Sun 12-3, Sat 12-3, Wed 3-6",25,0.854521324858069
581,"Haynes, Michael","Rileyville","VA",38.77,-78.36,"Sun 3-6, Sat 9-12, Wed 9-12",30,0.5594696928747
582,"Mireles Castrellon, Cristian","Calypso","NC",35.2,-78.1,"Thu 12-3, Mon 6-9, Tue 12-3",20,0.571804416598752
583,"Norman, Aimis","Waveland","MS",30.29,-89.38,"Thu 9-12, Sun 3-6, Mon 9-12",25,0.702435414772481
584,"al-Wali, Quraish","Northbrook","IL",NA,NA,"Sun 6-9, Sat 9-12",10,0.94280787021853
585,"Mannino, Michaela","Asheville","NC",35.6,-82.6,"Sun 3-6, Wed 12-3, Fri 12-3",24,0.538988683372736
586,"Pinedo Carrillo, Lesley","Columbia","SC",NA,NA,"Sun 9-12, Mon 3-6, Wed 3-6",25,0.918203420238569
587,"Kiatoukaysy, Jessica","Lamberton","MN",44.2,-95.3,"Mon 9-12, Wed 6-9, Wed 12-3",10,0.889704235945828
588,"Holmes, Ace","Beaver","PA",40.68,-80.37,"Sun 6-9, Fri 6-9, Tue 9-12",13,0.799674970679916
589,"Johnson, Selena","Aston","PA",39.87,-75.43,"Thu 3-6, Wed 3-6, Tue 9-12",29,0.585736053762957
590,"Hunton, Alexander","Clinton Corners","NY",41.88,-73.76,"Fri 9-12, Wed 6-9",28,0.687410131562501
591,"Jefferson, Cheyenne","San Jose","NM",35.5,-105.4,"Wed 3-6, Wed 12-3, Thu 3-6",28,0.759610247216187
592,"Trinh, Nathan","Turtle Lake","WI",45.4,-92.2,"Wed 3-6, Thu 6-9",11,0.855596848530695
593,"al-Hassan, Saleema","Baton Rouge","LA",30.49,-91.07,"Sat 9-12, Wed 3-6",26,0.54240274860058
594,"el-Naqvi, Izzaddeen","Ridgely","MD",NA,NA,"Sun 3-6, Mon 6-9, Wed 6-9",20,0.877041562111117
595,"Wong, Kristen","Camp Pendleton","CA",33.31,-117.4,"Fri 9-12, Mon 6-9",13,0.574867274728604
596,"Naputi-Cabrera, Levi","Alamo","TX",26.18,-98.12,"Wed 9-12, Wed 3-6",25,0.725453302264214
597,"Warszawski, Jamie Lee","Lookeba","OK",35.4,-98.4,"Mon 6-9, Thu 6-9, Sun 3-6",23,0.627692664857022
598,"Vijayasarathy, Long","El Paso","TX",NA,NA,"Tue 12-3, Sun 3-6, Fri 3-6",30,0.716958363889717
599,"Grainda, Kendyl","Pukwana","SD",43.8,-99.1,"Sun 6-9, Wed 9-12, Mon 9-12",26,0.987045917310752
600,"Red, Troy","Myakka City","FL",27.4,-82.2,"Fri 3-6, Thu 9-12",28,0.860485165379941
601,"Natonabah, Samuel","Bremen","AL",33.9,-87,"Mon 6-9, Wed 6-9, Fri 3-6",17,0.646671229391359
602,"al-Sadiq, Jaadallah","Cook Sta","MO",37.86,-91.48,"Thu 3-6, Sun 9-12",13,0.657221018569544
603,"Nguyen, Leah","Nelson","VA",36.59,-78.68,"Sat 12-3, Wed 3-6",27,0.571469604736194
604,"Tyars, Jocilynn","Winigan","MO",40.03,-92.94,"Tue 12-3, Mon 12-3",12,0.926786580006592
605,"el-Mattar, Najma","Janesville","MN",44.1,-93.7,"Sat 9-12, Sun 3-6",15,0.865971904364415
606,"Valencia, Cameron","Rice","TX",32.22,-96.49,"Tue 6-9, Sun 6-9",15,0.573696823441423
607,"Rosales, Marissa","Minnetonka","MN",44.92,-93.48,"Mon 6-9, Wed 9-12, Fri 12-3",19,0.966890518553555
608,"Campbell, Leeanne","Shawnee Mission","KS",NA,NA,"Fri 12-3, Fri 9-12",26,0.555530170444399
609,"Martinez, Pamela","Chattahoochee","FL",30.6,-84.8,"Sun 12-3, Tue 9-12",14,0.592450834112242
610,"Cordova, Jesus","Pasadena","CA",NA,NA,"Tue 3-6, Wed 12-3, Mon 9-12",15,0.655655256356113
611,"el-Rahman, Jumaana","Hendersonville","TN",36.3,-86.6,"Tue 12-3, Sun 12-3, Sun 12-3",27,0.666135477949865
612,"el-Ullah, Musheer","Gail","TX",32.9,-101.5,"Mon 9-12, Wed 12-3",18,0.829564228653908
613,"Macias, Jazz","Trevett","ME",43.9,-69.68,"Sat 3-6, Sun 3-6, Tue 3-6",24,0.832804118515924
614,"al-Salek, Muzaina","Brickeys","AR",34.8,-90.5,"Sun 6-9, Sat 3-6, Sun 12-3",18,0.738161343033426
615,"al-Naqvi, Wajeeh","Conda","ID",NA,NA,"Tue 9-12, Wed 3-6, Sat 12-3",30,0.562689055223018
616,"Finley Ponds, Lamar","Deloit","IA",42.11,-95.32,"Sat 9-12, Wed 12-3, Thu 12-3",26,0.894977599731646
617,"al-Amer, Wafaaa","Chattanooga","TN",35.05,-85.29,"Wed 12-3, Wed 6-9",16,0.776397812413052
618,"al-Zamani, Qutb","Rockford","MN",45.1,-93.72,"Fri 3-6, Thu 9-12, Wed 12-3",10,0.864965218119323
619,"Garcia-Santos, Kayley","Jacksonville","FL",30.14,-81.56,"Sun 12-3, Sun 9-12, Mon 9-12",23,0.512209277716465
620,"Gore, Maheli","Big Timber","MT",45.9,-109.9,"Sun 9-12, Tue 6-9",29,0.905243320390582
621,"Merriweather, Taylor","Portland","OR",NA,NA,"Sat 6-9, Thu 12-3",29,0.680989734479226
622,"Shields, Jerry","Alice","TX",27.7,-98.1,"Mon 6-9, Thu 3-6",15,0.617647695820779
623,"Washburn, Sage","Lima","OH",40.72,-84.06,"Fri 12-3, Thu 6-9, Thu 9-12",10,0.579766708659008
624,"James, Acacia","San Jose","CA",NA,NA,"Fri 12-3, Wed 3-6, Fri 3-6",20,0.784739842172712
625,"Williams, Maukia","Sand Springs","MT",47.1,-107.2,"Thu 6-9, Sat 12-3",22,0.591439419193193
626,"Phagura, Jerod","Fontana","CA",NA,NA,"Wed 6-9, Sun 3-6",12,0.782044556341134
627,"Posey, Zvi","San Bernardino","CA",NA,NA,"Sun 6-9, Sun 12-3",29,0.806370721547864
628,"Warriner, Weston","Mc David","FL",30.8,-87.5,"Sat 9-12, Mon 6-9",11,0.985357725759968
629,"Mcinerney, William","Bel Air","MD",39.54,-76.35,"Fri 3-6, Fri 9-12",25,0.666013891925104
630,"Williams, Steven","Lena","MS",32.6,-89.7,"Sat 9-12, Wed 3-6",27,0.560948327882215
631,"Speranza, Jeffrey","Powderly","TX",33.8,-95.5,"Thu 9-12, Tue 6-9",29,0.718660358339548
632,"Whyte, Kelin","Dallas","TX",NA,NA,"Tue 3-6, Tue 12-3, Fri 3-6",25,0.896831835852936
633,"el-Kazmi, Jumaima","Gunnison","UT",39.1,-111.9,"Sat 6-9, Thu 3-6",13,0.571553790359758
634,"Goosby, Briana","Bardwell","KY",36.9,-89,"Sat 6-9, Mon 3-6",12,0.816908959182911
635,"Martinez, Euginia","Chattanooga","TN",35.1,-85.4,"Thu 6-9, Tue 12-3",17,0.789584742742591
636,"Canty, Aaron","San Antonio","TX",29.55,-98.43,"Wed 3-6, Mon 6-9",27,0.590904397307895
637,"Watts, Nikki","Cheshire","CT",NA,NA,"Tue 3-6, Mon 3-6, Fri 9-12",18,0.737873387755826
638,"Montoya, Gerardo","Springfield","MA",NA,NA,"Sun 9-12, Fri 9-12",30,0.518588043632917
639,"el-Sharif, Khadeeja","Charm","OH",NA,NA,"Fri 3-6, Thu 3-6",21,0.645329607650638
640,"Tanabe, Anthony","Los Angeles","CA",33.92,-118.25,"Mon 9-12, Mon 6-9",11,0.553793001221493
641,"el-Hamad, Kabeera","Cape Charles","VA",37.3,-75.8,"Mon 6-9, Fri 12-3",17,0.590461216401309
642,"Benson, Grace","Bangor","ME",NA,NA,"Fri 6-9, Tue 6-9",28,0.887358186766505
643,"Perez, Jesslie","Yonkers","NY",40.92,-73.86,"Mon 6-9, Fri 9-12, Wed 3-6",10,0.864636018290184
644,"Oyebi, Tyler","Monroe","LA",NA,NA,"Wed 6-9, Thu 3-6",29,0.68646558362525
645,"Loi, Nicholas","Adrian","TX",35.3,-102.8,"Sat 3-6, Wed 9-12",19,0.779076527105644
646,"Elrod, Tayanna","Middletown","NY",NA,NA,"Sun 6-9, Sun 6-9",19,0.630366710363887
647,"Short, Amela","Dunfermline","IL",40.48,-90.01,"Fri 3-6, Thu 3-6",29,0.586844361270778
648,"Smith-Dawson, Davon","Miami","FL",NA,NA,"Thu 6-9, Fri 9-12",12,0.514069606666453
649,"al-Nasr, Adeeb","Starks","LA",30.4,-93.6,"Sun 9-12, Sun 6-9",21,0.961781995370984
650,"Fu, Yuri","Grand Rapids","MI",NA,NA,"Tue 3-6, Wed 3-6, Mon 12-3",23,0.501118953805417
651,"Anchondo, Valentin","Newport News","VA",37.07,-76.49,"Thu 9-12, Sat 12-3, Tue 9-12",26,0.646343428990804
652,"Stonewall, Dakota","San Benito","TX",26.1,-97.6,"Sun 6-9, Sat 6-9",21,0.935475394478999
653,"Liam, Paige","Centerville","LA",NA,NA,"Fri 3-6, Sun 6-9, Wed 3-6",20,0.935648917336948
654,"Ashley, Kyrstin","Stillwater","OK",NA,NA,"Thu 6-9, Fri 6-9, Mon 12-3",19,0.72245317697525
655,"Post, Jocelin","Seminary","MS",31.5,-89.5,"Wed 3-6, Tue 12-3",29,0.764107756316662
656,"Jiang, Mikio","Red Creek","WV",NA,NA,"Mon 3-6, Thu 6-9, Thu 3-6",27,0.805523606948555
657,"Coblentz, Alex","Oquawka","IL",41,-90.9,"Fri 3-6, Sat 9-12, Tue 12-3",12,0.591915803262964
658,"Serna, Megan","Osceola","IN",41.65,-86.08,"Fri 3-6, Tue 12-3, Sat 3-6",14,0.818784350296482
659,"Rocha, Joseph","Twin Rocks","PA",40.5,-78.85,"Tue 6-9, Fri 9-12, Mon 3-6",16,0.527079122141004
660,"Valdez, Marcos","Heislerville","NJ",39.22,-75.01,"Thu 3-6, Fri 12-3",22,0.813215282396413
661,"Hatch-Jackson, Sashaya","Romeo","MI",42.84,-83.04,"Wed 12-3, Wed 6-9, Sun 3-6",22,0.556429594289511
662,"Ramos, Justina","Randlett","UT",40.2,-109.72,"Tue 9-12, Sat 6-9",22,0.590628485777415
663,"Doh, Kaprecia","Addison","TX",32.96,-96.84,"Wed 3-6, Sun 3-6, Sun 9-12",17,0.744166759541258
664,"Burham, Alyssa","Hampstead","MD",39.61,-76.85,"Wed 12-3, Sun 6-9",29,0.875478798523545
665,"Gomez, Gabriel","Jewett","IL",39.17,-88.26,"Sat 9-12, Tue 3-6, Fri 3-6",22,0.773744658683427
666,"Johnson, Dashaun","Hamilton","OH",39.36,-84.54,"Fri 3-6, Tue 6-9, Mon 12-3",13,0.706198967061937
667,"el-Wali, Awda","San Jose","CA",37.33,-121.84,"Sun 9-12, Thu 3-6, Mon 6-9",28,0.592453413293697
668,"Fair, Brijeah","Yuma","AZ",32.6,-114.7,"Wed 12-3, Sun 9-12",25,0.958368023042567
669,"Lee, Karissa","Harris","MO",40.27,-93.31,"Thu 9-12, Sat 12-3",13,0.726826865575276
670,"Fukumoto, Sanjana","New Baden","TX",NA,NA,"Mon 6-9, Sat 3-6",25,0.60147118952591
671,"Sanders, Michael","Lutz","FL",28.14,-82.45,"Mon 9-12, Sat 3-6, Tue 6-9",17,0.950296665076166
672,"Weston, Remy","Center Hill","FL",28.64,-82,"Sat 6-9, Wed 3-6",16,0.961397528764792
673,"Phipps, Jessica","Idaho City","ID",43.9,-115.8,"Wed 3-6, Mon 12-3, Fri 3-6",11,0.746612498071045
674,"al-Amini, Maazin","Atlanta","GA",33.66,-84.4,"Mon 9-12, Mon 9-12, Thu 3-6",26,0.80095657100901
675,"Nunez, Joel","Gaithersburg","MD",39.141,-77.22,"Mon 3-6, Thu 9-12, Mon 9-12",29,0.76003983814735
676,"Israel, Teryn","Cincinnati","OH",39.18,-84.34,"Thu 9-12, Thu 9-12, Mon 12-3",12,0.967574829235673
677,"Silas, Noe","Prattsville","NY",42.3,-74.4,"Thu 12-3, Sat 3-6, Wed 3-6",19,0.842231263872236
678,"Klein, Casey","Washington","IA",41.3,-91.7,"Thu 6-9, Mon 3-6",30,0.639018646092154
