"volunteer_id","name","major_city","state","skills","availability"
520,"Solis, Gloria","Lostant","IL","Educational program development, Companionship (social outings, visits), Minor home repairs (plumbing, electrical), Housekeeping and cleaning, Personal care assistance (dressing, bathing), Music and entertainment (playing instruments, singing)","Tue 14-17, Tue 14-17, Mon 9-12"
521,"Nieschburg, Brian","Utica","NY","Medication reminders (non-medical), Fall prevention assistance, Gardening and yard work, Financial management assistance (budgeting), Housekeeping and cleaning, Meal preparation and cooking, Home accessibility modifications","Tue 14-17, Tue 14-17"
522,"Pierson, Kayla","Stockton","CA","Home safety assessments, Financial management assistance (budgeting), Gardening and yard work, Home accessibility modifications, Gardening and yard work, Assistive technology training","Tue 14-17, Tue 14-17"
523,"al-Abu, Mansoor","Casper","WY","Travel companionship","Mon 9-12, Tue 14-17, Mon 9-12"
524,"Piper, Logan","Thompson Ridge","NY","Transportation (driving, accompanying), Travel companionship, Meal preparation and cooking, Housekeeping and cleaning, Grocery shopping assistance, Assistive technology training","Tue 14-17, Tue 14-17, Tue 14-17"
525,"el-Idris, Tameem","Gates","TN","Senior center activities organization, Travel companionship, Legal assistance referrals, Home accessibility modifications, Legal assistance referrals","Mon 9-12, Tue 14-17, Mon 9-12"
526,"Castro, Veronica","Chickasaw","OH","Senior center activities organization, Minor home repairs (plumbing, electrical), Volunteer coordination, Social event planning","Tue 14-17, Mon 9-12"
527,"Owens, Isiah","New Baltimore","NY","Senior center activities organization, Housekeeping and cleaning, Senior center activities organization, Travel companionship, Pet care (walking, feeding), Travel companionship, Grocery shopping assistance","Mon 9-12, Mon 9-12"
528,"Thigpen, Kalika","Lompoc","CA","Home accessibility modifications, Legal assistance referrals, Travel companionship, Walking and exercise assistance, Personal care assistance (dressing, bathing), Senior center activities organization, Playing games (cards, board games)","Mon 9-12, Mon 9-12"
529,"Rivera, Jose","Brownsboro","TX","Home safety assessments, Transportation (driving, accompanying), Travel companionship, Playing games (cards, board games)","Tue 14-17, Tue 14-17"
530,"al-Popal, Zuraara","Margie","MN","Social event planning, Travel companionship, Tech support (computers, phones, tablets), Travel companionship","Mon 9-12, Tue 14-17, Tue 14-17"
531,"Lowry, James","Hartford","CT","Home safety assessments","Tue 14-17, Tue 14-17"
532,"Merritt, Tyler","Richmond","KY","Legal assistance referrals, Housekeeping and cleaning, Travel companionship, Mental wellness support (non-clinical)","Mon 9-12, Tue 14-17, Tue 14-17"
533,"Nguyen, Andrew","Dundee","OR","Transportation (driving, accompanying), Home accessibility modifications, Assistive technology training, Companionship (social outings, visits)","Mon 9-12, Tue 14-17, Mon 9-12"
534,"Rodriguez, Priscilla","Mechanicsburg","OH","Housekeeping and cleaning, Home accessibility modifications, Educational program development, Personal care assistance (dressing, bathing)","Tue 14-17, Tue 14-17"
535,"al-Bey, Shaaheen","Harrisonburg","VA","Legal assistance referrals, Senior center activities organization, Transportation (driving, accompanying), Housekeeping and cleaning, Legal assistance referrals, Tech support (computers, phones, tablets)","Mon 9-12, Mon 9-12"
536,"Wetteland, Maisy","Millwood","KY","Arts and crafts instruction, Gardening and yard work","Mon 9-12, Tue 14-17"
537,"Yan, Carmela","Jersey Mills","PA","Medication reminders (non-medical), Playing games (cards, board games), Home accessibility modifications, Travel companionship, Medication reminders (non-medical), Grocery shopping assistance, Mental wellness support (non-clinical)","Tue 14-17, Mon 9-12"
538,"Aofia, Samantha","Redford","MI","Medication reminders (non-medical), Minor home repairs (plumbing, electrical), Reading aloud (books, newspapers)","Tue 14-17, Tue 14-17, Mon 9-12"
539,"al-Fawaz, Kanaan","Gilford","MI","Social event planning, Respite care (for family caregivers), Volunteer coordination, Medication reminders (non-medical), Legal assistance referrals, Grocery shopping assistance, Financial management assistance (budgeting), Home accessibility modifications","Tue 14-17, Mon 9-12"
540,"al-Khan, Taqi","Humboldt","NE","Playing games (cards, board games), Educational program development, Respite care (for family caregivers), Music and entertainment (playing instruments, singing), Assistive technology training, Financial management assistance (budgeting)","Mon 9-12, Mon 9-12"
541,"al-Majeed, Khulood","Oyster","VA","Senior center activities organization, Senior center activities organization, Pet care (walking, feeding)","Tue 14-17, Tue 14-17, Tue 14-17"
542,"Garcia-Moreno, Adrienn","Marshallville","GA","Playing games (cards, board games)","Mon 9-12, Mon 9-12"
543,"Schlagel, Samantha","Birmingham","AL","Reading aloud (books, newspapers), Senior center activities organization, Home safety assessments, Pet care (walking, feeding), Minor home repairs (plumbing, electrical), Tech support (computers, phones, tablets), Volunteer coordination, Gardening and yard work","Tue 14-17, Mon 9-12, Tue 14-17"
544,"Jackson, Tobias","Branscomb","CA","Assistive technology training, Meal preparation and cooking, Companionship (social outings, visits), Home accessibility modifications, Educational program development, Senior center activities organization","Mon 9-12, Mon 9-12"
545,"el-Bacchus, Muhyddeen","Holbrook","AZ","Assistive technology training, Music and entertainment (playing instruments, singing), Tech support (computers, phones, tablets)","Tue 14-17, Mon 9-12, Mon 9-12"
546,"al-Hashmi, Almaasa","Woodruff","SC","Walking and exercise assistance, Home accessibility modifications, Running errands (post office, pharmacy), Meal preparation and cooking, Financial management assistance (budgeting), Minor home repairs (plumbing, electrical), Pet care (walking, feeding), Volunteer coordination","Mon 9-12, Mon 9-12"
547,"Mcdaniel, Mathew","Swiftwater","PA","Music and entertainment (playing instruments, singing), Medication reminders (non-medical), Senior center activities organization, Reading aloud (books, newspapers), Mental wellness support (non-clinical)","Mon 9-12, Mon 9-12"
548,"Hassanzadeh Oghan, Ha-Mi","Racine","OH","Grocery shopping assistance, Companionship (social outings, visits), Pet care (walking, feeding), Mental wellness support (non-clinical), Running errands (post office, pharmacy)","Mon 9-12, Mon 9-12"
549,"Baker, Erin","Westport","MA","Respite care (for family caregivers), Reading aloud (books, newspapers), Fall prevention assistance","Mon 9-12, Tue 14-17, Tue 14-17"
550,"Lehi, Casey","Nashville","TN","Arts and crafts instruction, Home safety assessments, Mental wellness support (non-clinical), Assistive technology training","Tue 14-17, Tue 14-17"
551,"Lovato, Angelique","Netarts","OR","Companionship (social outings, visits), Reading aloud (books, newspapers), Playing games (cards, board games), Running errands (post office, pharmacy), Running errands (post office, pharmacy), Respite care (for family caregivers), Social event planning","Mon 9-12, Tue 14-17, Tue 14-17"
552,"Munoz, Bre'Ann","San Jose","CA","Home accessibility modifications, Gardening and yard work, Social event planning, Grocery shopping assistance","Tue 14-17, Mon 9-12"
553,"Garcia Lares, Meriah","Escondido","CA","Gardening and yard work, Arts and crafts instruction, Personal care assistance (dressing, bathing), Pet care (walking, feeding), Playing games (cards, board games)","Tue 14-17, Tue 14-17, Mon 9-12"
554,"Tefera, Jalan","Billings","MT","Medication reminders (non-medical), Travel companionship, Music and entertainment (playing instruments, singing), Companionship (social outings, visits), Home accessibility modifications, Pet care (walking, feeding)","Mon 9-12, Tue 14-17"
555,"Legard, Andrew","Eldred","PA","Minor home repairs (plumbing, electrical), Legal assistance referrals, Mental wellness support (non-clinical), Respite care (for family caregivers)","Mon 9-12, Tue 14-17"
556,"al-Tariq, Faatin","Critz","VA","Educational program development, Arts and crafts instruction, Grocery shopping assistance, Transportation (driving, accompanying), Home safety assessments","Tue 14-17, Tue 14-17, Mon 9-12"
557,"Mason, Amber","Grand Rapids","MI","Assistive technology training, Travel companionship, Personal care assistance (dressing, bathing)","Mon 9-12, Tue 14-17"
558,"el-Sheikh, Annnees","Chichester","NY","Housekeeping and cleaning, Housekeeping and cleaning, Senior center activities organization, Legal assistance referrals, Travel companionship, Fall prevention assistance, Music and entertainment (playing instruments, singing), Minor home repairs (plumbing, electrical)","Mon 9-12, Mon 9-12, Mon 9-12"
559,"el-Salek, Ramza","Norwood","NJ","Personal care assistance (dressing, bathing), Educational program development, Legal assistance referrals, Home accessibility modifications, Gardening and yard work, Walking and exercise assistance, Tech support (computers, phones, tablets), Transportation (driving, accompanying)","Mon 9-12, Tue 14-17, Mon 9-12"
560,"Mendez, Jaime","Sacramento","CA","Grocery shopping assistance, Transportation (driving, accompanying), Tech support (computers, phones, tablets)","Mon 9-12, Mon 9-12, Tue 14-17"
561,"Zahir, Sean","Temecula","CA","Respite care (for family caregivers), Assistive technology training, Housekeeping and cleaning, Arts and crafts instruction, Educational program development, Social event planning","Tue 14-17, Mon 9-12, Tue 14-17"
562,"Nichols, Camille","Little Rock","AR","Meal preparation and cooking, Housekeeping and cleaning, Housekeeping and cleaning, Mental wellness support (non-clinical)","Mon 9-12, Tue 14-17"
563,"Tong, Avishek","Montville","NJ","Gardening and yard work, Legal assistance referrals, Senior center activities organization, Walking and exercise assistance, Reading aloud (books, newspapers)","Tue 14-17, Mon 9-12, Mon 9-12"
564,"Alemu, Lenasia","Newport News","VA","Music and entertainment (playing instruments, singing), Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12, Tue 14-17"
565,"el-Abbasi, Shaheer","Locust Valley","NY","Music and entertainment (playing instruments, singing), Minor home repairs (plumbing, electrical), Mental wellness support (non-clinical), Running errands (post office, pharmacy), Assistive technology training","Mon 9-12, Tue 14-17"
566,"Hoaster, Laila","Arrington","TN","Playing games (cards, board games), Running errands (post office, pharmacy), Gardening and yard work, Home accessibility modifications","Tue 14-17, Mon 9-12, Mon 9-12"
567,"Alanizi, Jennifer","Everglades City","FL","Home accessibility modifications, Financial management assistance (budgeting), Playing games (cards, board games), Volunteer coordination, Respite care (for family caregivers), Home accessibility modifications, Medication reminders (non-medical), Legal assistance referrals","Tue 14-17, Tue 14-17"
568,"Darnell, Cody","Norwalk","IA","Pet care (walking, feeding), Playing games (cards, board games), Housekeeping and cleaning, Minor home repairs (plumbing, electrical), Minor home repairs (plumbing, electrical)","Mon 9-12, Tue 14-17, Mon 9-12"
569,"al-Hafeez, Uqbah","Des Moines","IA","Volunteer coordination, Tech support (computers, phones, tablets), Playing games (cards, board games), Financial management assistance (budgeting), Legal assistance referrals, Assistive technology training","Mon 9-12, Tue 14-17, Mon 9-12"
570,"Bell, Matias","Christmas","FL","Transportation (driving, accompanying), Assistive technology training, Reading aloud (books, newspapers), Music and entertainment (playing instruments, singing), Running errands (post office, pharmacy), Grocery shopping assistance, Educational program development, Pet care (walking, feeding)","Mon 9-12, Tue 14-17, Mon 9-12"
571,"Todacheene, Kyle","Bailey","MI","Pet care (walking, feeding), Pet care (walking, feeding), Senior center activities organization, Medication reminders (non-medical), Companionship (social outings, visits), Educational program development","Mon 9-12, Tue 14-17, Tue 14-17"
572,"el-Can, Yoonus","Bethlehem","PA","Financial management assistance (budgeting), Medication reminders (non-medical), Housekeeping and cleaning, Grocery shopping assistance, Housekeeping and cleaning","Tue 14-17, Mon 9-12"
573,"Newman, Timothy","Fishers Landing","NY","Walking and exercise assistance, Tech support (computers, phones, tablets), Running errands (post office, pharmacy), Mental wellness support (non-clinical), Medication reminders (non-medical), Grocery shopping assistance","Mon 9-12, Mon 9-12"
574,"Wright, Jessica","Etoile","KY","Running errands (post office, pharmacy), Walking and exercise assistance, Walking and exercise assistance, Gardening and yard work","Mon 9-12, Tue 14-17, Tue 14-17"
575,"al-Yamin, Naseema","Lees Summit","MO","Music and entertainment (playing instruments, singing)","Tue 14-17, Mon 9-12, Mon 9-12"
576,"Patnaude, Ethan","La Quinta","CA","Mental wellness support (non-clinical), Assistive technology training","Tue 14-17, Mon 9-12"
577,"Ibarra, Julio","Berino","NM","Running errands (post office, pharmacy), Volunteer coordination, Fall prevention assistance, Pet care (walking, feeding), Financial management assistance (budgeting), Gardening and yard work, Reading aloud (books, newspapers), Home accessibility modifications","Mon 9-12, Tue 14-17, Tue 14-17"
578,"Coonts, Gavin","Ringwood","NJ","Transportation (driving, accompanying), Assistive technology training, Volunteer coordination, Running errands (post office, pharmacy)","Mon 9-12, Mon 9-12"
579,"Gates, Kathrann","Tawas City","MI","Tech support (computers, phones, tablets), Walking and exercise assistance, Senior center activities organization","Mon 9-12, Mon 9-12"
580,"Deere, Zoe","Blacksburg","SC","Home safety assessments, Playing games (cards, board games), Tech support (computers, phones, tablets), Senior center activities organization, Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12, Tue 14-17"
581,"al-Samaan, Abbaas","Anaheim","CA","Companionship (social outings, visits), Senior center activities organization, Pet care (walking, feeding), Meal preparation and cooking, Assistive technology training, Respite care (for family caregivers)","Mon 9-12, Mon 9-12"
582,"Hidalgo III, Nicholas","Cape Coral","FL","Walking and exercise assistance, Music and entertainment (playing instruments, singing), Respite care (for family caregivers), Running errands (post office, pharmacy)","Mon 9-12, Mon 9-12, Mon 9-12"
583,"al-Salah, Zaki","Darien","CT","Medication reminders (non-medical), Transportation (driving, accompanying)","Tue 14-17, Mon 9-12"
584,"Geske, Timothy","Waldorf","MD","Fall prevention assistance","Mon 9-12, Tue 14-17"
585,"Gonzalez Palacios, Melanie","Lucerne","CA","Senior center activities organization","Tue 14-17, Tue 14-17"
586,"Montelongo Ponce, Sierra","Brantingham","NY","Financial management assistance (budgeting)","Mon 9-12, Tue 14-17, Tue 14-17"
587,"Moncada-Andrade, Justyne","Wichita","KS","Home safety assessments, Mental wellness support (non-clinical), Volunteer coordination","Mon 9-12, Mon 9-12, Mon 9-12"
588,"Martinez, James","Woodruff","WI","Mental wellness support (non-clinical), Music and entertainment (playing instruments, singing), Companionship (social outings, visits), Legal assistance referrals","Mon 9-12, Mon 9-12"
589,"el-Srour, Muneer","Bagdad","KY","Grocery shopping assistance, Minor home repairs (plumbing, electrical)","Mon 9-12, Tue 14-17, Mon 9-12"
590,"Berthiaume, Danica","Drury","MO","Respite care (for family caregivers)","Mon 9-12, Tue 14-17"
591,"Parapat, Yangzi","Davisburg","MI","Fall prevention assistance, Home safety assessments, Social event planning, Volunteer coordination, Social event planning","Tue 14-17, Tue 14-17, Tue 14-17"
592,"Bowman, Hannah","Andrews Air Force Base","MD","Running errands (post office, pharmacy), Personal care assistance (dressing, bathing)","Mon 9-12, Mon 9-12"
593,"el-Akhtar, Gaitha","Lopez","PA","Educational program development, Travel companionship, Fall prevention assistance","Tue 14-17, Tue 14-17, Mon 9-12"
594,"al-Azad, Mu'mina","Charleston","WV","Mental wellness support (non-clinical), Transportation (driving, accompanying)","Mon 9-12, Tue 14-17, Tue 14-17"
595,"Park, Taylor","Satartia","MS","Senior center activities organization, Assistive technology training, Walking and exercise assistance, Transportation (driving, accompanying), Meal preparation and cooking, Minor home repairs (plumbing, electrical), Home safety assessments, Travel companionship","Mon 9-12, Mon 9-12, Mon 9-12"
596,"Hanson, Yavneeka","Abell","MD","Walking and exercise assistance, Assistive technology training, Running errands (post office, pharmacy), Assistive technology training, Mental wellness support (non-clinical)","Tue 14-17, Mon 9-12, Mon 9-12"
597,"Lennie, Jasmine","Lake Charles","LA","Reading aloud (books, newspapers), Minor home repairs (plumbing, electrical)","Mon 9-12, Tue 14-17"
598,"Dinh, Keanu","Saint John","IN","Home accessibility modifications, Fall prevention assistance, Transportation (driving, accompanying), Fall prevention assistance, Transportation (driving, accompanying), Volunteer coordination, Social event planning","Tue 14-17, Tue 14-17, Mon 9-12"
599,"Roberts, Amber","Upland","NE","Tech support (computers, phones, tablets), Home safety assessments, Senior center activities organization, Housekeeping and cleaning, Home accessibility modifications, Senior center activities organization, Mental wellness support (non-clinical), Arts and crafts instruction","Mon 9-12, Mon 9-12"
600,"Hornby, Wayne","Brooklyn","NY","Tech support (computers, phones, tablets), Transportation (driving, accompanying)","Mon 9-12, Mon 9-12, Tue 14-17"
601,"Wong, Suong-Kathy","Stony Point","NY","Medication reminders (non-medical), Fall prevention assistance","Tue 14-17, Mon 9-12, Mon 9-12"
602,"Taylor, Blake","Belen","NM","Running errands (post office, pharmacy), Home accessibility modifications, Music and entertainment (playing instruments, singing)","Mon 9-12, Mon 9-12"
603,"Brown, Justin","Boise","ID","Personal care assistance (dressing, bathing), Playing games (cards, board games), Gardening and yard work","Mon 9-12, Mon 9-12"
604,"Guzman, Diego","Winooski","VT","Senior center activities organization, Home safety assessments, Companionship (social outings, visits), Travel companionship","Mon 9-12, Mon 9-12, Mon 9-12"
605,"Walker, Jason","Ashburn","VA","Home accessibility modifications, Playing games (cards, board games)","Mon 9-12, Tue 14-17"
606,"Verdine, Jacob","Pownal","ME","Financial management assistance (budgeting), Personal care assistance (dressing, bathing), Travel companionship, Personal care assistance (dressing, bathing), Respite care (for family caregivers), Companionship (social outings, visits), Assistive technology training, Medication reminders (non-medical)","Mon 9-12, Mon 9-12, Mon 9-12"
607,"al-Baten, Sidqi","Coral Gables","FL","Tech support (computers, phones, tablets), Meal preparation and cooking, Assistive technology training","Tue 14-17, Mon 9-12, Tue 14-17"
608,"Haynes, Teronn","Martins Ferry","OH","Medication reminders (non-medical), Transportation (driving, accompanying), Playing games (cards, board games), Minor home repairs (plumbing, electrical)","Mon 9-12, Mon 9-12"
609,"el-Suleiman, Saleem","Bonesteel","SD","Home safety assessments, Housekeeping and cleaning","Tue 14-17, Tue 14-17"
610,"Rodriguez-Quezada, Meghan","Graves Mill","VA","Walking and exercise assistance, Playing games (cards, board games), Home safety assessments","Tue 14-17, Tue 14-17, Mon 9-12"
611,"Miller, Adrian","King George","VA","Financial management assistance (budgeting), Gardening and yard work","Mon 9-12, Tue 14-17"
612,"Trujillo, Ezequiel","Oakland","NJ","Gardening and yard work, Mental wellness support (non-clinical), Senior center activities organization, Financial management assistance (budgeting), Meal preparation and cooking","Mon 9-12, Mon 9-12, Tue 14-17"
613,"Nguyen, Brandon","Skipperville","AL","Volunteer coordination","Tue 14-17, Mon 9-12"
614,"Marroquin Duran, Mirna","Augusta Springs","VA","Social event planning, Travel companionship","Tue 14-17, Mon 9-12"
615,"Hoffman-Simonton, Kelsey","Middletown","VA","Financial management assistance (budgeting), Fall prevention assistance, Arts and crafts instruction, Walking and exercise assistance, Music and entertainment (playing instruments, singing), Personal care assistance (dressing, bathing), Social event planning","Mon 9-12, Tue 14-17"
616,"Smith-Shearrion, Gerald","Wheeler Army Airfield","HI","Personal care assistance (dressing, bathing), Home accessibility modifications, Gardening and yard work, Minor home repairs (plumbing, electrical), Senior center activities organization, Running errands (post office, pharmacy)","Tue 14-17, Tue 14-17, Mon 9-12"
617,"Hoekstra, Benjamin","Lowndesville","SC","Music and entertainment (playing instruments, singing), Gardening and yard work, Respite care (for family caregivers)","Tue 14-17, Mon 9-12"
618,"Carter, Mary","Gilbert","PA","Playing games (cards, board games), Transportation (driving, accompanying), Playing games (cards, board games)","Mon 9-12, Mon 9-12"
619,"Jacobs, Jaeya","Centreville","VA","Home safety assessments, Tech support (computers, phones, tablets), Minor home repairs (plumbing, electrical), Assistive technology training, Volunteer coordination, Pet care (walking, feeding), Transportation (driving, accompanying), Personal care assistance (dressing, bathing)","Mon 9-12, Tue 14-17"
620,"el-El-Sayed, Misfar","Clint","TX","Walking and exercise assistance, Companionship (social outings, visits), Walking and exercise assistance, Companionship (social outings, visits), Social event planning, Volunteer coordination","Mon 9-12, Tue 14-17"
621,"Miller, Alexa","Erie","KS","Arts and crafts instruction, Transportation (driving, accompanying), Assistive technology training, Walking and exercise assistance, Transportation (driving, accompanying)","Mon 9-12, Mon 9-12"
622,"Alvarado-Ramirez, Elisa","Houston","TX","Personal care assistance (dressing, bathing), Playing games (cards, board games), Personal care assistance (dressing, bathing), Educational program development, Senior center activities organization, Mental wellness support (non-clinical), Assistive technology training","Tue 14-17, Mon 9-12"
623,"Hewlett, Apryll","Lamoure","ND","Arts and crafts instruction, Assistive technology training, Fall prevention assistance","Mon 9-12, Tue 14-17, Tue 14-17"
624,"el-Amara, Ridwaan","Tappan","NY","Pet care (walking, feeding), Travel companionship, Meal preparation and cooking","Tue 14-17, Mon 9-12"
625,"Krupa, Katherine","Trout Creek","MT","Travel companionship","Mon 9-12, Tue 14-17, Mon 9-12"
626,"al-Mahmood, Inaaya","Amarillo","TX","Gardening and yard work, Respite care (for family caregivers)","Tue 14-17, Tue 14-17, Tue 14-17"
627,"Kersey, Savana","Tecumseh","MO","Medication reminders (non-medical), Running errands (post office, pharmacy), Housekeeping and cleaning, Pet care (walking, feeding)","Mon 9-12, Tue 14-17, Tue 14-17"
628,"Garcia, Jamie","Westfield","NJ","Arts and crafts instruction, Playing games (cards, board games), Grocery shopping assistance","Mon 9-12, Tue 14-17"
629,"Tomic, Sarah","Wayland","OH","Companionship (social outings, visits), Financial management assistance (budgeting)","Mon 9-12, Tue 14-17"
630,"al-Ahmed, Hamdi","Mohave Valley","AZ","Senior center activities organization, Pet care (walking, feeding), Gardening and yard work, Walking and exercise assistance, Travel companionship, Music and entertainment (playing instruments, singing), Arts and crafts instruction","Tue 14-17, Tue 14-17"
631,"el-Ahmad, Almaasa","New Bloomfield","PA","Pet care (walking, feeding), Volunteer coordination, Assistive technology training","Mon 9-12, Mon 9-12, Tue 14-17"
632,"Alfaro, Krista","Wauna","WA","Music and entertainment (playing instruments, singing), Minor home repairs (plumbing, electrical), Playing games (cards, board games), Senior center activities organization, Fall prevention assistance","Mon 9-12, Tue 14-17, Tue 14-17"
633,"Kang, Kevin","Hartland","ME","Playing games (cards, board games), Personal care assistance (dressing, bathing)","Tue 14-17, Tue 14-17, Tue 14-17"
634,"Kim, Michael","Saraland","AL","Companionship (social outings, visits)","Mon 9-12, Mon 9-12, Mon 9-12"
635,"Guevara Granados, Erika","Pico Rivera","CA","Home accessibility modifications, Playing games (cards, board games)","Mon 9-12, Tue 14-17"
636,"Gagnon, Kiana","New Hampton","IA","Personal care assistance (dressing, bathing)","Mon 9-12, Tue 14-17"
637,"Bovio, Gretta","Kitty Hawk","NC","Personal care assistance (dressing, bathing), Arts and crafts instruction, Social event planning, Legal assistance referrals, Educational program development, Grocery shopping assistance","Tue 14-17, Mon 9-12, Mon 9-12"
638,"Mosely, Jeremiah","Waverly","PA","Gardening and yard work, Reading aloud (books, newspapers), Music and entertainment (playing instruments, singing), Gardening and yard work, Reading aloud (books, newspapers), Running errands (post office, pharmacy), Home accessibility modifications, Volunteer coordination","Mon 9-12, Mon 9-12"
639,"al-Abdallah, Suwailim","Vienna","OH","Travel companionship, Legal assistance referrals, Home accessibility modifications, Music and entertainment (playing instruments, singing), Transportation (driving, accompanying)","Tue 14-17, Tue 14-17"
640,"al-Satter, Naafoora","Williamston","SC","Arts and crafts instruction, Home safety assessments","Mon 9-12, Mon 9-12, Tue 14-17"
641,"Herndon, Tokala","Edmore","ND","Volunteer coordination","Tue 14-17, Tue 14-17"
642,"al-Sarah, Suhaad","Prattville","AL","Transportation (driving, accompanying), Companionship (social outings, visits)","Mon 9-12, Mon 9-12, Tue 14-17"
643,"el-Hannan, Thaamir","Nome","TX","Walking and exercise assistance, Reading aloud (books, newspapers), Tech support (computers, phones, tablets)","Mon 9-12, Tue 14-17"
644,"Tipoti, Alexandra","Porters Sideling","PA","Music and entertainment (playing instruments, singing), Home accessibility modifications, Transportation (driving, accompanying), Reading aloud (books, newspapers), Educational program development, Financial management assistance (budgeting), Companionship (social outings, visits), Assistive technology training","Mon 9-12, Mon 9-12, Mon 9-12"
645,"Black, Valerie","Lakefield","MN","Grocery shopping assistance, Running errands (post office, pharmacy), Playing games (cards, board games), Assistive technology training, Personal care assistance (dressing, bathing), Assistive technology training, Grocery shopping assistance","Tue 14-17, Tue 14-17, Mon 9-12"
646,"Bickler, Sara","Irasburg","VT","Transportation (driving, accompanying), Music and entertainment (playing instruments, singing), Personal care assistance (dressing, bathing), Senior center activities organization","Tue 14-17, Mon 9-12"
647,"Young, Devante","Davidson","NC","Legal assistance referrals, Fall prevention assistance, Medication reminders (non-medical)","Tue 14-17, Tue 14-17, Tue 14-17"
648,"Nunez, Mario","Mora","MN","Assistive technology training, Mental wellness support (non-clinical), Companionship (social outings, visits), Educational program development, Pet care (walking, feeding), Home safety assessments, Music and entertainment (playing instruments, singing)","Tue 14-17, Tue 14-17, Tue 14-17"
649,"Jenkins, Timesha","Ozark","AR","Grocery shopping assistance, Respite care (for family caregivers), Gardening and yard work, Senior center activities organization, Mental wellness support (non-clinical)","Tue 14-17, Tue 14-17"
650,"Thompson, Darian","Mattoon","IL","Playing games (cards, board games), Grocery shopping assistance, Transportation (driving, accompanying)","Tue 14-17, Mon 9-12"
651,"el-Ullah, Dhaahir","San Leandro","CA","Mental wellness support (non-clinical), Meal preparation and cooking, Assistive technology training, Senior center activities organization, Home safety assessments, Companionship (social outings, visits), Legal assistance referrals","Tue 14-17, Tue 14-17"
652,"Mccall, Miguel","Playa Del Rey","CA","Senior center activities organization, Transportation (driving, accompanying), Companionship (social outings, visits), Home safety assessments, Running errands (post office, pharmacy), Meal preparation and cooking, Gardening and yard work, Volunteer coordination","Tue 14-17, Mon 9-12, Mon 9-12"
653,"Barron, Nico","Huntington","NY","Walking and exercise assistance, Tech support (computers, phones, tablets), Travel companionship, Respite care (for family caregivers)","Mon 9-12, Tue 14-17"
654,"al-Zakaria, Noora","Honey Grove","PA","Transportation (driving, accompanying), Companionship (social outings, visits)","Mon 9-12, Tue 14-17"
655,"Pope, Charice","Knoxville","TN","Arts and crafts instruction","Mon 9-12, Tue 14-17"
656,"Braxton, Janay","Pellville","KY","Music and entertainment (playing instruments, singing), Tech support (computers, phones, tablets)","Mon 9-12, Tue 14-17"
657,"Morris, Jeremy","Raleigh","NC","Home safety assessments, Walking and exercise assistance, Arts and crafts instruction, Medication reminders (non-medical)","Mon 9-12, Tue 14-17, Mon 9-12"
658,"al-Haider, Saif","Bloomington","TX","Home safety assessments, Respite care (for family caregivers), Social event planning, Legal assistance referrals, Home accessibility modifications, Tech support (computers, phones, tablets)","Tue 14-17, Tue 14-17, Tue 14-17"
659,"Brower, Kasey","Etters","PA","Senior center activities organization, Home safety assessments, Minor home repairs (plumbing, electrical), Minor home repairs (plumbing, electrical), Pet care (walking, feeding)","Tue 14-17, Tue 14-17"
660,"Jackson, Ashley","Fort Ogden","FL","Medication reminders (non-medical), Home safety assessments, Housekeeping and cleaning, Mental wellness support (non-clinical), Housekeeping and cleaning, Financial management assistance (budgeting)","Mon 9-12, Mon 9-12"
661,"Carter, Nika","Aliso Viejo","CA","Meal preparation and cooking, Travel companionship, Medication reminders (non-medical), Running errands (post office, pharmacy), Pet care (walking, feeding), Volunteer coordination, Volunteer coordination","Mon 9-12, Mon 9-12"
662,"Stepner, Trekeith","Coal Hill","AR","Legal assistance referrals, Senior center activities organization, Fall prevention assistance, Senior center activities organization, Senior center activities organization, Assistive technology training, Home safety assessments, Educational program development","Mon 9-12, Tue 14-17, Mon 9-12"
663,"Jenkins, Cora","Modesto","CA","Walking and exercise assistance, Arts and crafts instruction, Legal assistance referrals, Playing games (cards, board games), Fall prevention assistance","Mon 9-12, Tue 14-17"
664,"Montoya, Janet","Rhineland","MO","Pet care (walking, feeding), Senior center activities organization, Travel companionship, Senior center activities organization, Walking and exercise assistance","Tue 14-17, Mon 9-12, Tue 14-17"
665,"Petersen, Marnita","Saint Marys","IA","Personal care assistance (dressing, bathing), Playing games (cards, board games), Walking and exercise assistance, Travel companionship, Social event planning","Mon 9-12, Mon 9-12, Mon 9-12"
666,"al-Zamani, Sadeeqa","Saginaw","MI","Minor home repairs (plumbing, electrical), Minor home repairs (plumbing, electrical), Meal preparation and cooking, Home accessibility modifications, Playing games (cards, board games)","Mon 9-12, Mon 9-12, Tue 14-17"
667,"Lippman, Tyler","Smithshire","IL","Walking and exercise assistance","Mon 9-12, Tue 14-17, Tue 14-17"
668,"Hemphill, Yaritza","Wasola","MO","Legal assistance referrals, Music and entertainment (playing instruments, singing)","Tue 14-17, Tue 14-17, Mon 9-12"
669,"Key, Elisabeth","Des Moines","IA","Volunteer coordination, Educational program development","Tue 14-17, Tue 14-17, Tue 14-17"
670,"Grier, Imani","Columbus","NM","Transportation (driving, accompanying), Arts and crafts instruction, Home accessibility modifications, Senior center activities organization","Mon 9-12, Tue 14-17"
